Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
23,GMRS15R,462.550000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
24,GMRS16R,462.575000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
25,GMRS17R,462.600000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
26,GMRS18R,462.625000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
27,GMRS19R,462.650000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
28,GMRS20R*,462.675000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
29,GMRS21R,462.700000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
30,GMRS22R,462.725000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
31,GAlexndr,462.675000,+,5.000000,TSQL,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
32,GSpiveyM,462.725000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
33,GBearwal,462.650000,+,5.000000,TSQL,118.8,118.8,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
34,GDavisMt,462.550000,+,5.000000,TSQL,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
35,GBlkMtnE,462.625000,+,5.000000,TSQL,203.5,203.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
36,GBlkMtnW,462.675000,+,5.000000,TSQL,203.5,203.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
37,GEchoMtn,462.575000,+,5.000000,TSQL,156.7,156.7,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
38,GFlatTop,462.600000,+,5.000000,TSQL,156.7,156.7,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
39,GFletchr,462.700000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
40,GForestC,462.675000,+,5.000000,DTCS,88.5,88.5,205,NN,205,Tone->Tone,FM,5.00,,10W,,,,,
41,GHaywood,462.600000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
42,GMarion,462.675000,+,5.000000,TSQL,210.7,210.7,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
43,GPisgahF,462.575000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
44,GSwannan,462.550000,+,5.000000,TSQL,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
45,GTryon,462.650000,+,5.000000,TSQL,91.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
46,GWeaverv,462.575000,+,5.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
47,GClyde,462.625000,+,5.000000,TSQL,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
81,MURS1,151.820000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,10W,,,,,
82,MURS2,151.880000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,10W,,,,,
83,MURS3,151.940000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,NFM,5.00,S,10W,,,,,
84,MURS4BD,154.570000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
85,MURS5GD,154.600000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,10W,,,,,
91,WX1AVL,162.400000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
92,WX2,162.425000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
93,WX3,162.450000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
94,WX4,162.475000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
95,WX5,162.500000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
96,WX6,162.525000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
97,WX7,162.550000,off,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,6.0W,,,,,
100,70cmCall,446.000000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
101,2mCall,146.520000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
102,70cSim1,446.025000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,70cm FM simplex (SERA),,,,
103,70cSim2,446.050000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,70cm FM simplex (SERA),,,,
104,70cSim3,446.075000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,70cm FM simplex (SERA),,,,
105,70cSim4,446.100000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,70cm FM simplex (SERA),,,,
106,2mSim1,146.550000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,2m FM simplex (SERA),,,,
107,2mSim2,146.580000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,2m FM simplex (SERA),,,,
108,2mSim3,147.555000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,2m FM simplex (SERA),,,,
109,2mSim4,147.585000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,5.0W,2m FM simplex (SERA),,,,
110,BakersV,145.310000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
111,BearU1,442.450000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
112,BearU2,444.250000,+,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
113,BearV1,145.270000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
114,BearV2,146.640000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
115,BearV3,147.105000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
116,BurnsvV,147.375000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
117,CantonV,146.805000,+,0.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
118,CashrsV,145.350000,-,0.600000,Tone,151.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
119,ChmbrsV,147.390000,+,0.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
120,ClngmnU1,442.225000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
121,ClngmnU2,443.600000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
122,ClngmnV,145.190000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
123,CoweeU,444.375000,+,5.000000,Tone,131.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
124,FranklnV,147.240000,-,0.600000,Tone,151.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
125,PinBrvV,147.135000,+,0.840000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
126,PinHenV,145.255000,-,1.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
127,PisgahV,146.760000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
128,SpiveyV,146.910000,-,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
129,UtahMtU,444.450000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
130,WolfRdV,147.180000,+,0.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
131,SpiveyU,442.650000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,,,,,
50,GPigeonF,462.550000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Sevier | Pigeon forge, BLUFF MOUNTAIN | WRJZ925",,,,
51,GSevierv,462.675000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Sevier | Sevierville, Bluff Mountain (Greentop) | WQJA637",,,,
52,GGatlinb,462.700000,+,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Sevier | Gatlinburg, SKI MOUNTAIN | WRFL895",,,,
53,GKnoxvil,462.600000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Knox | Knoxville, Sharps ridge | WRJZ925",,,,
54,GKnoxFC,462.700000,+,5.000000,TSQL,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Knox | Knoxville, Fountain City | WRNS340 | unverified",,,,
55,GOakRidg,462.725000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,TN | Anderson | Oakridge | WRJZ925,,,,
56,GWilmsbg,462.550000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY | Whitley | Williamsburg, Canada town | WQXZ786",,,,
57,GSomerse,462.550000,+,5.000000,TSQL,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,10W,KY | Pulaski | Somerset | WRCV729,,,,
58,GBeeLick,462.625000,+,5.000000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,10W,KY | Pulaski | Bee Lick | WROE979,,,,
59,GNancy,462.700000,+,5.000000,TSQL,118.8,118.8,023,NN,023,Tone->Tone,FM,5.00,,10W,KY | Pulaski | Nancy | WRAY217,,,,
60,GRussllS,462.675000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY | Russell | Russell Springs, Hubbards building supply | WREB719",,,,
61,GNashvil,462.575000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Davidson | Nashville, Love Circle | WQZI220",,,,
62,GLebanon,462.550000,+,5.000000,TSQL,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Wilson | Lebanon, Lebanon 550 | WSHW626",,,,
63,GGallatn,462.650000,+,5.000000,TSQL,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Sumner | Gallatin, Music Mt. | WRQC456",,,,
64,GHndrsnv,462.700000,+,5.000000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,TN | Sumner | Hendersonville | WRXK276,,,,
65,GPortlnd,462.725000,+,5.000000,TSQL,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,10W,TN | Sumner | Portland | WRXF873,,,,
66,GMillrsv,462.575000,+,5.000000,TSQL,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN | Sumner | Millersville, Millersville GMRS | WRVT652",,,,
150,Madison-,147.345000,+,0.600000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"NC S04 | Wide, Nets | https://tinyurl.com/24w6mmq3",,,,
151,NewprtTN,147.090000,+,0.600000,Tone,203.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Newport TN KG4LHC (RepeaterBook); up 203.5 down blank -> Tone,,,,
152,SevierVl,443.225000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,TN S05 | Sys | https://tinyurl.com/2c2u8ts6,,,,
153,SevierVl,444.300000,+,5.000000,Tone,118.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN S03 | Link, AllStar+EchoLink | https://tinyurl.com/24flbwwx",,,,
154,Knox-Sha,145.370000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN S08 | Link, AllStar+EchoLink, Wide | https://tinyurl.com/28xsf6vr",,,,
155,Knox-WJX,442.500000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN S07 | Sys, Wide | https://tinyurl.com/26d7372d",,,,
156,Corbin-W,444.900000,+,5.000000,TSQL,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY S07 | Sys, AllStar | https://tinyurl.com/27x9ykwe",,,,
157,Corbin-W,146.610000,-,0.600000,TSQL,103.5,103.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY S03 | Link, EchoLink, Nets | https://tinyurl.com/23hmr5ub",,,,
158,London-R,147.180000,+,0.600000,Tone,74.4,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY S10 | Sys, AllStar+EchoLink, Wide, Nets | https://tinyurl.com/283j4ywg",,,,
159,London-K,442.900000,+,5.000000,Tone,77.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,KY S03 | Wide | https://tinyurl.com/2dc27o2n,,,,
160,SomrstV,146.880000,-,0.600000,TSQL,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,10W,Somerset N4LCA 2m (LCARA); main tone 77.0 (remote-RX sites 179.9/136.5/110.9),,,,
161,SomrstU,443.600000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Somerset AC4DM 70cm (LCARA) analog side; PL 100.0 encode-only,,,,
162,MontcloV,145.150000,-,0.600000,Tone,77.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Monticello AC4DM 2m (LCARA); PL 77.0 encode-only,,,,
163,SomrstSx,146.580000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,10W,Somerset LCARA club simplex,,,,
164,MontcSx,147.570000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,S,10W,Monticello LCARA club simplex,,,,
165,Columbia,147.195000,+,0.600000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"KY S03 | Link, EchoLink, Wide | https://tinyurl.com/2xogpm9j",,,,
166,Crossvil,147.345000,+,0.600000,Tone,118.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN S05 | Link, AllStar | https://tinyurl.com/25agfnex",,,,
167,Crossvil,443.875000,+,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,TN S05 | Sys | https://tinyurl.com/2b7mb3l8,,,,
168,Cookevil,147.210000,+,0.600000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,FM,5.00,,10W,"TN S04 | Link, EchoLink, Wide | https://tinyurl.com/2c8lyem5",,,,
169,Cookevil,444.600000,+,5.000000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,TN S04 | Sys | https://tinyurl.com/2ykrr73u,,,,
170,Lafayett,146.730000,-,0.600000,TSQL,114.8,114.8,023,NN,023,Tone->Tone,FM,5.00,,10W,TN S03 | Wide | https://tinyurl.com/234nvmdj,,,,
171,Nashvill,442.800000,+,5.000000,TSQL,107.2,107.2,023,NN,023,Tone->Tone,FM,5.00,,10W,TN S04 | Sys | https://tinyurl.com/2yw4gqu6,,,,
172,BGrn330,147.330000,+,0.600000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Bowling Green KY4BG (KCARC) PL 107.2; nightly net 9pm,,,,
173,BGrn165,147.165000,+,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Bowling Green W4WSM (KCARC) P25/FM PL 100.0,,,,
174,BGrn444,444.100000,+,5.000000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Bowling Green W4WSM (KCARC) P25/FM PL 100.0,,,,
175,MorgtnV,146.655000,-,0.600000,Tone,100.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Morgantown W4WSM (KCARC no-tone / pool TSQL 100.0 - encode 100.0),,,,
176,FrnklnV,147.135000,+,0.600000,Tone,136.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Franklin KE4SZK (KCARC) PL 136.5; net Wed 7pm,,,,
177,GlasgwV,146.940000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Glasgow KY4X (KCARC) PL 114.8; nightly net 8pm,,,,
178,BonnvV,146.895000,-,0.600000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Bonnieville KY4X (KCARC) PL 114.8,,,,
179,GlasgwU,444.925000,+,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Glasgow KY4X (KCARC) no tone,,,,
180,BonnvU,444.850000,+,5.000000,Tone,114.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Bonnieville KY4X (KCARC) PL 114.8,,,,
181,Glasgw2,146.850000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Glasgow KY4X (KCARC) Fusion no-tone; analog usually OK,,,,
182,CaneVly,146.640000,-,0.600000,Tone,107.2,88.5,023,NN,023,Tone->Tone,FM,5.00,,10W,Cane Valley WA4UXJ (KCARC) PL 107.2; net 8:30pm,,,,
